Student ID,Name,Course,Year,Semester,Gender,Age,Caste,Family Income,Internal Marks,Theory Marks,Practical Marks,Backlogs,Fees Paid,Fees Payment Date,Scholarship Received,Teacher Rating,Teacher Feedback,Library Usage,Medical History Reported,Disciplinary Action,Academic Year,Attendance %,Assignment Submission Rate,Class Participation,Late Submissions,LMS Login Count,Video Lectures Watched,Forum Participation,Study Hours/Week,Assignment Completion Time (Avg),Parental Education,Internet Availability at Home,Stress Level,Mental Health Score,Counselling Opted,Clubs Joined,Events Participation,Volunteer Activities,Enrollment Status
25IT11,Michael Harrison,BSc-IT,FY,2,Female,18,SC,533613,21,43,49,0,26165,2025-01-05,Yes,3.9,May population spring report visit black.,34,Yes,Yes,2024-2025,51.61,99.6,1.14,3,11,5,20,1.9,3.8,School,No,High,8,No,3,1,No,Dropped Out
25IT12,Joseph Moore,BSc-IT,FY,2,Male,20,SC,821795,21,39,23,2,25423,2025-01-18,No,3.8,High remain opportunity down study hour claim poor.,44,No,No,2024-2026,82.73,72.74,1.72,1,86,14,13,2.8,2.5,PG,Yes,High,3,No,2,3,No,Graduated
25IT13,Christine Horton,BSc-IT,FY,1,Female,20,General,893380,24,35,45,1,28710,2025-06-22,No,3.2,Down present lead choose area.,25,Yes,No,2023-2026,56.22,75.36,1.9,4,14,25,3,8.2,2.3,School,Yes,Medium,2,Yes,0,5,No,Graduated
25IT14,Curtis May,BSc-IT,FY,1,Male,19,OBC,443894,29,67,32,2,40390,2025-05-11,Yes,3.6,Debate evening sister course end.,38,Yes,No,2024-2026,95.87,73.07,4.51,4,114,11,17,4.1,4.1,UG,Yes,Medium,7,Yes,1,1,No,Active
25IT15,Eric Everett,BSc-IT,FY,1,Female,22,OBC,570203,26,51,22,0,22495,2025-07-26,No,3.3,Item run option wall.,13,No,No,2024-2026,65.82,69.57,2.16,0,82,27,15,6.1,4.0,None,No,Medium,7,Yes,1,2,No,Graduated
25IT16,John Clark,BSc-IT,FY,1,Male,23,SC,910164,26,43,35,0,28060,2025-03-06,No,3.4,Record magazine season work policy.,27,Yes,Yes,2022-2026,74.05,76.71,3.86,3,100,15,16,1.3,2.1,None,No,High,7,Yes,2,3,No,Active
25IT17,Angela Frederick,BSc-IT,FY,2,Male,21,OBC,472057,23,43,22,3,47923,2025-04-15,No,3.3,Surface protect blood minute hot available.,42,Yes,No,2023-2026,50.07,98.7,3.47,0,15,16,6,1.3,1.2,None,Yes,Medium,9,Yes,1,1,No,Active
25IT18,Timothy Murphy,BSc-IT,FY,1,Other,18,General,965819,23,51,36,2,34218,2025-04-25,Yes,4.6,Budget reason explain air difference.,11,Yes,No,2022-2025,91.61,61.35,4.48,2,161,40,1,6.3,2.3,UG,Yes,Medium,1,Yes,1,5,Yes,Dropped Out
25IT19,Anthony Marsh,BSc-IT,FY,2,Other,18,ST,956026,20,61,43,2,48861,2025-03-06,Yes,3.7,Pass four truth above media north building.,49,Yes,No,2024-2025,50.34,84.1,3.67,2,60,12,2,4.7,1.1,None,No,High,9,No,1,3,Yes,Graduated
25IT20,Benjamin Barnett,BSc-IT,FY,1,Other,21,General,376670,20,52,25,0,22372,2025-02-19,No,3.5,Single base maybe series.,4,Yes,Yes,2024-2025,59.63,88.85,3.26,0,29,17,7,5.9,3.8,UG,No,Low,8,No,3,5,No,Dropped Out
25IT21,Melissa Marshall,BSc-IT,FY,2,Female,21,OBC,147471,22,39,24,3,24305,2025-01-02,Yes,3.1,Still style walk have.,33,No,Yes,2024-2026,54.23,75.93,2.43,3,157,41,6,4.6,2.7,School,No,High,3,Yes,3,1,Yes,Active
25IT22,James Torres,BSc-IT,FY,2,Other,20,SC,617263,24,40,50,0,33079,2025-03-04,No,3.9,Exactly firm may southern own remain foot blood.,30,Yes,Yes,2022-2026,57.63,93.78,2.95,3,124,47,10,5.9,4.9,None,Yes,Low,7,No,3,5,No,Graduated
25IT23,Russell Martin,BSc-IT,FY,1,Male,23,General,158198,28,39,50,3,44187,2025-01-18,Yes,3.3,Thus board near act trial.,22,No,No,2024-2026,68.53,64.23,3.36,1,128,44,0,5.5,1.9,UG,No,Medium,3,Yes,2,5,No,Dropped Out
25IT24,Jeffrey Rivera,BSc-IT,FY,2,Female,21,OBC,585316,28,34,27,0,49073,2025-06-17,Yes,3.1,Specific film news relationship.,17,No,No,2022-2026,76.57,68.89,2.43,1,185,28,17,6.6,1.0,UG,Yes,Medium,8,No,3,5,Yes,Dropped Out
25IT25,Joshua Johnson,BSc-IT,FY,2,Male,19,ST,927757,21,64,41,3,27221,2025-02-16,Yes,3.2,Everybody teacher door clear its model become.,22,Yes,Yes,2024-2025,71.58,82.94,2.39,4,52,33,2,6.7,3.0,None,No,High,4,No,0,0,Yes,Dropped Out
25IT26,Cesar Walsh,BSc-IT,FY,1,Female,22,ST,657116,26,49,39,2,22998,2025-02-20,No,3.2,Theory trial some research.,32,No,No,2022-2026,78.05,98.55,3.65,5,55,29,14,9.1,4.2,UG,No,High,5,No,1,5,No,Active
25IT27,Gerald Hall,BSc-IT,FY,1,Female,18,SC,555971,29,44,46,3,46212,2025-04-19,Yes,3.8,Religious particularly quickly pick agent.,7,No,No,2023-2026,87.63,70.3,1.76,3,69,39,18,2.2,4.2,UG,No,High,10,Yes,2,1,Yes,Dropped Out
25IT28,Michael Brown,BSc-IT,FY,2,Female,18,General,260748,27,34,37,1,44152,2025-03-26,No,3.9,Quality machine read unit why.,44,No,No,2024-2026,55.43,76.74,1.99,4,23,28,14,4.2,4.8,PG,No,Low,7,Yes,0,5,No,Active
25IT29,Julie Sloan,BSc-IT,FY,1,Female,23,OBC,827442,30,34,46,2,29077,2025-03-04,No,3.2,Long bit go make method product type a.,14,Yes,No,2023-2026,63.04,65.18,4.72,0,159,21,6,8.9,4.6,None,No,High,4,No,3,5,Yes,Graduated
25IT30,Sheryl Miles,BSc-IT,FY,1,Male,20,General,168220,28,57,21,3,37558,2025-03-11,Yes,3.9,Show vote town team maybe office whether.,5,Yes,No,2024-2025,77.66,60.65,2.08,2,177,5,17,8.3,2.0,None,No,High,3,No,0,2,Yes,Dropped Out
25IT31,Rebecca Trevino,BSc-IT,FY,2,Male,21,ST,681389,26,65,27,0,23657,2025-01-30,No,3.8,Mouth Mr hit.,32,No,Yes,2023-2026,50.39,61.09,4.8,2,115,28,18,5.0,3.9,UG,Yes,High,10,Yes,3,2,No,Dropped Out
25IT32,Michelle Mathis,BSc-IT,FY,1,Female,20,OBC,902137,24,46,23,2,34094,2025-06-17,No,4.5,Network meeting toward science we.,4,Yes,No,2023-2026,96.79,62.56,1.3,1,148,36,13,2.7,2.4,School,Yes,High,6,Yes,3,5,Yes,Dropped Out
25IT33,Dwayne Ballard,BSc-IT,FY,2,Male,23,ST,186756,25,42,27,1,46253,2025-05-25,No,4.1,Pm be many already everything writer accept.,39,Yes,No,2022-2025,98.61,97.32,3.33,0,70,28,10,6.1,1.5,None,Yes,High,7,Yes,0,3,No,Graduated
25IT34,Jacob Martin,BSc-IT,FY,2,Male,22,ST,154630,21,65,30,1,29795,2025-01-17,No,4.2,Ok it box design visit.,15,No,Yes,2024-2026,67.63,90.89,2.86,0,50,24,14,5.7,1.7,UG,No,Low,4,Yes,3,2,No,Active
25IT35,Deanna Cook,BSc-IT,FY,2,Other,20,General,634518,28,50,20,0,35987,2025-03-01,No,4.0,Its economic its art fine end structure central.,16,No,No,2024-2025,86.3,82.09,1.61,4,15,45,5,7.7,4.7,School,No,Medium,4,Yes,2,0,No,Dropped Out
25IT36,Kyle Garcia,BSc-IT,FY,1,Female,22,ST,559788,22,49,50,3,32801,2025-03-30,Yes,4.0,Another explain financial pattern history behind.,0,No,No,2023-2025,87.83,74.31,1.41,1,167,40,18,5.8,3.0,School,Yes,Medium,1,No,2,5,No,Graduated
25IT37,Mark Ortiz,BSc-IT,FY,2,Male,21,ST,218919,20,65,36,2,34381,2025-05-16,Yes,4.1,Else in force per.,35,Yes,Yes,2022-2026,94.9,70.5,2.88,1,112,27,5,9.7,2.8,School,No,Medium,5,Yes,0,1,Yes,Graduated
25IT38,Carl Smith,BSc-IT,FY,2,Other,22,SC,772522,29,59,49,0,31461,2025-06-26,No,3.1,Crime high commercial thus explain participant game.,40,Yes,No,2024-2025,96.49,71.04,3.44,3,69,15,0,4.0,3.1,None,Yes,High,10,Yes,3,5,No,Graduated
25IT39,Maria Murphy,BSc-IT,FY,1,Other,23,ST,278461,26,64,33,3,40017,2025-01-13,Yes,3.9,Improve mean her science put or often.,45,Yes,No,2022-2025,84.49,85.21,1.11,1,122,14,4,5.6,2.8,School,Yes,High,6,Yes,1,1,No,Dropped Out
25IT40,Trevor Cervantes,BSc-IT,FY,1,Other,22,SC,919651,21,42,40,0,36233,2025-06-14,Yes,4.3,Data strategy wife expect answer break drop seven.,12,Yes,No,2022-2026,93.55,68.17,3.62,2,22,24,10,6.0,1.6,UG,No,Low,8,No,0,1,No,Dropped Out
25IT41,Brady Stewart,BSc-IT,FY,2,Female,19,General,791346,22,31,20,0,22120,2025-07-21,No,4.2,Item with natural poor again.,30,Yes,No,2022-2025,52.49,91.26,4.87,2,109,47,4,5.7,1.9,PG,Yes,Low,4,No,1,2,Yes,Dropped Out
25IT42,Heather Robinson,BSc-IT,FY,2,Female,22,SC,932306,29,45,41,1,40224,2025-07-21,Yes,4.3,Western president blue table prevent statement threat.,3,No,Yes,2022-2026,85.4,64.12,2.84,1,171,20,5,3.7,4.0,None,No,Medium,1,Yes,1,2,Yes,Dropped Out
25IT43,Kelly Curtis,BSc-IT,FY,2,Male,19,General,238220,23,61,20,1,23671,2025-05-13,Yes,4.9,Itself experience father bill data lay.,29,No,Yes,2022-2025,93.09,89.61,3.33,1,141,25,12,8.5,2.8,PG,Yes,Medium,6,No,2,5,No,Graduated
25IT44,Erin Holmes,BSc-IT,FY,2,Male,21,General,177523,24,34,36,0,48071,2025-05-22,No,4.6,Ready small win later family.,41,No,No,2024-2026,71.8,77.68,2.05,0,12,32,20,4.8,1.4,School,Yes,High,9,No,2,0,No,Active
25IT45,Gina Parker,BSc-IT,FY,2,Female,21,SC,983592,26,57,29,1,35271,2025-04-09,No,4.4,Word parent institution reveal security result painting.,50,Yes,Yes,2022-2026,95.22,81.24,1.91,5,177,40,18,1.2,1.9,UG,No,High,6,No,2,4,No,Active
25IT46,Michael Mitchell,BSc-IT,FY,2,Female,18,ST,177677,21,34,41,2,33129,2025-01-21,No,4.5,Rule first blood car.,20,Yes,Yes,2022-2025,69.44,90.07,2.73,5,66,24,12,2.9,3.0,None,No,Low,2,No,2,0,No,Graduated
25IT47,Jimmy Noble,BSc-IT,FY,1,Other,18,General,826137,26,68,22,2,27008,2025-01-05,No,3.9,Star suddenly scientist entire.,21,No,No,2024-2026,74.88,85.03,1.53,5,79,30,19,3.5,5.0,PG,Yes,High,5,Yes,0,0,No,Graduated
25IT48,Kristen Turner,BSc-IT,FY,1,Other,23,OBC,686772,21,48,44,2,30467,2025-01-19,No,4.1,Trouble relationship to minute admit consumer lead.,36,Yes,No,2023-2025,93.53,97.63,1.82,1,109,50,19,6.4,3.3,PG,No,Medium,1,Yes,0,1,No,Active
25IT49,Carla Short,BSc-IT,FY,1,Other,18,ST,390633,28,49,31,0,44019,2025-02-12,No,4.3,Job born easy report glass though especially every.,46,No,Yes,2022-2026,72.16,67.85,3.16,4,86,21,4,6.6,3.8,None,Yes,Medium,9,Yes,2,5,Yes,Graduated
25IT50,Melanie James,BSc-IT,FY,1,Other,20,SC,758801,30,41,34,0,20622,2025-03-08,No,4.1,Yet final would pull.,25,Yes,No,2023-2025,53.73,63.56,2.49,2,162,10,8,6.0,1.8,None,No,High,1,Yes,0,2,Yes,Graduated
25IT51,Melinda Ellis,BSc-IT,FY,2,Male,23,SC,671682,30,32,43,3,42608,2025-06-20,No,3.6,Take vote direction gun stuff miss cause.,39,Yes,No,2024-2025,97.12,78.1,1.93,0,48,35,18,4.1,1.3,PG,No,Low,6,Yes,3,0,No,Graduated
25IT52,Jessica Rodriguez,BSc-IT,FY,1,Male,18,SC,740527,25,35,21,0,21934,2025-05-01,No,3.5,Notice gas share surface available other.,39,Yes,Yes,2024-2026,58.59,71.96,1.72,0,164,12,4,3.5,3.3,None,No,High,5,No,0,0,Yes,Dropped Out
25IT53,Catherine Wang,BSc-IT,FY,1,Female,22,ST,208529,30,68,34,0,40377,2025-07-09,No,4.6,Why sure top meet camera budget forget.,20,Yes,Yes,2022-2025,76.27,98.54,2.13,4,97,17,10,8.2,4.3,School,Yes,Low,10,No,0,5,Yes,Dropped Out
25IT54,Russell May,BSc-IT,FY,1,Other,18,ST,577162,25,54,25,2,45405,2025-07-05,Yes,3.1,Different far unit listen every.,19,No,Yes,2024-2025,57.86,66.33,4.96,1,72,35,9,2.4,1.9,UG,Yes,Medium,7,No,0,0,No,Active
25IT55,Carl Jones,BSc-IT,FY,1,Male,18,OBC,641024,24,53,50,1,43132,2025-07-08,Yes,3.4,News though field.,35,Yes,Yes,2023-2025,57.99,91.95,2.16,4,121,7,17,8.8,1.8,PG,No,Medium,4,No,0,2,No,Dropped Out
25IT56,Sharon Acosta,BSc-IT,FY,1,Other,20,OBC,175807,26,52,40,1,42910,2025-03-30,Yes,3.8,Bag car culture enjoy.,30,No,Yes,2023-2025,84.97,82.23,1.35,2,36,6,2,6.9,2.9,UG,Yes,Low,3,No,2,1,Yes,Dropped Out
25IT57,Tasha Padilla,BSc-IT,FY,1,Other,20,OBC,734752,25,68,25,0,43265,2025-06-02,Yes,4.9,Sell others window chance positive.,26,Yes,Yes,2024-2026,64.35,69.12,4.13,4,127,38,12,9.6,2.3,School,Yes,Low,6,No,1,2,No,Active
25IT58,Amber Rojas,BSc-IT,FY,1,Female,20,SC,602528,30,51,27,0,48306,2025-02-07,No,4.5,Success discussion teach social in line market.,9,No,No,2023-2026,59.19,77.19,1.76,5,170,40,4,4.2,3.5,None,Yes,Low,7,No,1,4,No,Active
25IT59,Eric Contreras,BSc-IT,FY,1,Male,19,OBC,893348,30,57,25,1,36896,2025-07-24,No,3.7,Social huge second side oil.,17,No,No,2024-2026,91.74,87.84,3.65,5,25,44,14,9.4,1.1,PG,Yes,Medium,6,Yes,2,2,No,Dropped Out
25IT60,Marissa Blair,BSc-IT,FY,1,Other,19,SC,938147,21,43,20,3,41562,2025-02-20,Yes,3.3,Others style nor red.,15,No,Yes,2022-2025,60.75,78.69,4.1,4,146,47,9,5.8,1.0,PG,Yes,Medium,3,No,0,3,No,Dropped Out
25IT61,Michael Rodriguez,BSc-IT,FY,1,Male,21,OBC,562541,24,56,22,3,37676,2025-02-21,Yes,4.9,Couple turn industry your military car mission.,5,No,Yes,2023-2026,95.72,62.71,3.77,4,168,50,17,3.3,3.9,None,Yes,High,8,No,1,3,Yes,Graduated
25IT62,Nicole Daniel,BSc-IT,FY,2,Male,22,General,557848,23,36,35,3,33798,2025-01-04,Yes,4.4,Various color purpose training leave speak believe.,9,No,No,2024-2025,77.13,98.41,2.86,2,58,18,3,8.3,2.2,School,No,Low,9,No,1,2,No,Graduated
25IT63,Kyle Allen,BSc-IT,FY,2,Other,20,SC,945949,24,60,36,2,37056,2025-07-09,No,3.2,Common move almost member young fill half.,21,Yes,Yes,2024-2026,57.78,98.72,3.31,4,131,12,1,8.4,4.7,PG,No,Medium,8,Yes,3,4,No,Active
25IT64,Bridget Adams,BSc-IT,FY,1,Female,22,ST,196565,21,43,50,1,23313,2025-02-22,Yes,3.4,Her either entire during reason world help.,5,Yes,Yes,2022-2025,57.63,98.18,4.29,4,177,15,13,9.4,4.8,UG,No,Low,4,Yes,3,3,Yes,Graduated
25IT65,Kristin Green,BSc-IT,FY,2,Male,23,ST,117305,28,57,49,3,47820,2025-02-04,Yes,3.6,Century if soldier.,50,No,Yes,2023-2025,67.75,97.21,4.23,5,179,41,7,3.8,1.9,School,Yes,Medium,10,No,1,5,No,Dropped Out
25IT66,Shelby Mosley,BSc-IT,FY,2,Male,21,SC,855200,21,31,44,3,30219,2025-03-19,Yes,3.1,Whole memory alone task.,37,No,Yes,2022-2025,70.16,63.0,3.73,1,89,17,14,5.0,1.3,None,Yes,Medium,10,Yes,1,0,Yes,Dropped Out
25IT67,Michael Miranda,BSc-IT,FY,1,Other,19,ST,417166,26,33,24,2,45332,2025-01-13,No,4.3,Letter teach kind.,2,Yes,No,2022-2026,67.76,85.21,1.17,4,125,33,8,4.2,4.2,UG,Yes,Low,6,Yes,3,1,No,Active
25IT68,Laura Baker,BSc-IT,FY,2,Male,22,General,955122,21,48,47,1,27784,2025-05-15,Yes,3.8,Suddenly common force apply.,2,No,No,2024-2026,56.34,66.28,3.43,0,157,22,10,5.8,1.2,School,No,Low,7,No,1,5,Yes,Graduated
25IT69,Nicole Guzman,BSc-IT,FY,2,Male,21,OBC,534995,21,67,40,1,20197,2025-07-13,Yes,4.3,Each bed upon carry various mean her woman.,32,No,No,2022-2025,59.54,64.73,4.65,2,65,46,7,7.0,4.4,None,Yes,Medium,10,No,1,1,Yes,Active
25IT70,Thomas Hill,BSc-IT,FY,2,Female,23,ST,232005,30,47,41,3,32606,2025-03-16,No,3.7,Factor middle nice tough senior region grow.,7,No,Yes,2023-2025,87.68,66.17,1.6,0,36,18,9,9.3,4.3,UG,Yes,High,7,Yes,3,5,No,Active
25IT71,Michael Coleman,BSc-IT,FY,2,Female,21,OBC,596090,29,50,30,1,24832,2025-06-14,No,3.7,Issue candidate will picture miss.,47,Yes,No,2022-2026,55.4,66.6,1.92,4,131,11,10,6.7,1.3,UG,No,Medium,2,Yes,2,1,Yes,Dropped Out
25IT72,Alejandra Miller,BSc-IT,FY,1,Other,22,OBC,597195,28,53,21,1,30949,2025-02-04,No,4.4,Dinner lose event.,37,No,No,2023-2026,94.04,86.85,3.19,2,176,32,1,4.8,1.6,PG,Yes,High,6,No,1,2,No,Dropped Out
25IT73,Ashley Smith,BSc-IT,FY,1,Female,18,OBC,533145,28,33,45,1,27231,2025-04-30,Yes,4.7,Police growth report her.,31,Yes,No,2024-2025,54.09,63.63,4.86,4,97,20,2,1.1,1.1,UG,No,Medium,7,No,0,1,Yes,Dropped Out
25IT74,Kristopher Smith,BSc-IT,FY,1,Female,22,ST,764994,30,64,38,1,41191,2025-03-15,No,4.8,Safe open entire responsibility day whom.,42,Yes,No,2022-2026,98.49,84.79,4.8,3,85,29,7,8.0,2.4,School,Yes,Medium,5,Yes,2,2,Yes,Dropped Out
25IT75,Casey Hall,BSc-IT,FY,2,Male,19,General,605455,23,40,45,2,27210,2025-04-19,No,4.7,Need major some every.,31,No,Yes,2023-2025,99.63,83.01,2.81,2,122,5,18,3.7,1.1,School,No,Medium,2,Yes,3,0,Yes,Dropped Out
25IT76,Angela Novak,BSc-IT,FY,1,Male,23,ST,645584,20,32,38,3,36692,2025-03-20,No,3.8,Consumer truth media development while onto sign.,50,No,Yes,2023-2025,61.49,77.81,2.83,3,69,44,20,7.7,2.8,UG,No,Low,5,No,0,0,No,Graduated
25IT77,Keith Ramos,BSc-IT,FY,2,Female,18,General,428327,20,54,45,1,21155,2025-07-16,Yes,4.4,Particular reflect message PM raise after forward.,0,No,No,2023-2026,53.44,79.83,4.23,1,64,36,10,6.6,4.7,PG,Yes,Medium,6,No,0,0,No,Graduated
25IT78,Cheryl Cunningham,BSc-IT,FY,1,Other,19,General,571412,25,43,22,1,46885,2025-02-23,Yes,4.6,Always church some change relate.,34,No,No,2022-2025,96.7,80.73,3.98,1,112,26,4,7.0,3.4,PG,No,Medium,3,Yes,0,3,Yes,Dropped Out
25IT79,Amy Evans,BSc-IT,FY,1,Female,23,General,153983,24,62,27,2,46114,2025-04-21,No,5.0,Service owner easy various include management.,38,No,No,2023-2026,59.31,66.61,3.66,5,109,46,9,8.2,3.9,PG,No,Low,4,No,3,5,Yes,Graduated
25IT80,Erik Reynolds,BSc-IT,FY,1,Male,18,ST,204539,27,38,28,0,30747,2025-02-10,Yes,3.4,Doctor including measure dinner yet radio strategy.,32,No,No,2024-2026,79.91,73.19,2.65,1,12,16,5,9.8,3.8,PG,Yes,Medium,7,No,1,4,Yes,Graduated
25IT81,Robert Johnson,BSc-IT,FY,2,Other,19,SC,729916,26,67,35,1,48960,2025-01-08,No,4.4,Particularly current hot.,24,No,Yes,2022-2026,74.93,88.08,3.17,0,123,44,11,5.7,4.8,School,Yes,High,4,No,2,4,Yes,Graduated
25IT82,Aaron Henry,BSc-IT,FY,2,Female,22,General,173474,24,50,22,2,36122,2025-03-18,No,4.3,Something east receive tend consumer left.,29,No,No,2024-2025,93.88,94.86,1.66,5,47,22,11,9.0,1.4,UG,Yes,Medium,4,No,0,0,Yes,Dropped Out
25IT83,Kimberly Macdonald,BSc-IT,FY,1,Other,18,SC,233244,25,54,26,1,23489,2025-04-21,No,3.2,Age really quality term anything beautiful.,10,No,No,2023-2026,69.53,63.33,4.26,2,103,44,1,5.3,1.4,UG,No,High,9,No,0,3,Yes,Dropped Out
25IT84,Melissa Wilcox,BSc-IT,FY,1,Male,19,General,996027,22,53,36,1,39426,2025-02-16,No,3.1,Garden serve laugh maintain.,40,No,No,2023-2026,79.18,81.89,4.88,3,69,6,18,6.2,3.3,School,Yes,Low,4,No,0,5,No,Active
25IT85,Jacob Rodriguez,BSc-IT,FY,2,Female,22,OBC,320385,29,39,32,1,43231,2025-04-28,No,4.9,Range ok for off source mother.,24,Yes,No,2022-2026,81.31,77.26,3.3,3,23,47,19,3.3,2.9,UG,Yes,Low,5,No,1,3,No,Dropped Out
25IT86,Matthew Hill,BSc-IT,FY,2,Male,18,General,794612,26,49,22,3,43853,2025-03-14,No,3.6,Instead stand order project discuss kid.,50,Yes,Yes,2023-2025,93.42,64.08,1.71,4,113,48,1,3.4,2.6,None,Yes,Medium,8,No,0,5,Yes,Dropped Out
25IT87,Johnathan Arias,BSc-IT,FY,2,Male,21,OBC,495395,30,44,36,0,33899,2025-03-08,Yes,3.5,Economic need beyond specific.,46,No,No,2022-2025,94.91,87.22,3.18,4,164,12,15,5.5,4.9,UG,Yes,Low,5,Yes,0,0,Yes,Graduated
25IT88,Patrick Shah,BSc-IT,FY,1,Male,21,General,239060,30,49,39,1,36029,2025-01-08,No,3.4,Entire hotel least name interest.,49,No,No,2024-2026,96.01,72.35,4.24,1,76,28,1,5.4,1.3,PG,No,Low,1,Yes,3,0,No,Dropped Out
25IT89,James Stevenson,BSc-IT,FY,1,Female,22,OBC,559511,23,35,33,1,41127,2025-03-26,No,4.5,Trouble include let now wind care.,45,Yes,Yes,2022-2025,50.93,67.09,1.11,5,197,12,9,4.8,2.7,PG,No,Low,10,No,0,2,Yes,Dropped Out
25IT90,Nicole Rodriguez,BSc-IT,FY,1,Male,22,ST,999814,27,37,39,2,37869,2025-03-07,No,3.7,Why several social special newspaper.,26,Yes,Yes,2023-2025,78.64,93.02,3.79,4,25,19,2,6.3,4.8,School,Yes,Low,10,Yes,0,5,No,Active
25IT91,Jeremy Bernard,BSc-IT,FY,2,Male,19,ST,453976,25,54,29,3,28240,2025-01-13,Yes,3.3,Authority case onto ago debate data.,37,Yes,Yes,2022-2025,66.15,98.75,4.68,1,128,31,10,8.0,2.7,PG,No,Medium,6,Yes,2,1,No,Dropped Out
25IT92,Richard Waters,BSc-IT,FY,1,Male,19,SC,448323,24,34,48,3,28578,2025-03-11,No,4.9,Sign with will hear defense him fund.,39,Yes,Yes,2023-2026,55.43,78.85,4.61,3,161,18,11,2.5,2.6,UG,Yes,High,6,No,3,1,Yes,Dropped Out
25IT93,Amanda Taylor,BSc-IT,FY,2,Other,22,ST,249602,21,39,38,2,38368,2025-05-23,No,4.6,While campaign anything sit.,26,Yes,No,2022-2025,74.13,61.24,4.56,3,46,22,2,4.0,2.5,School,No,High,7,Yes,0,3,Yes,Active
25IT94,Alexis Robinson,BSc-IT,FY,2,Other,21,General,487086,22,53,30,3,22051,2025-01-31,Yes,3.2,How step raise everyone plant kitchen.,14,No,No,2023-2025,64.84,84.37,2.89,0,40,48,0,1.4,2.8,None,Yes,Low,7,No,2,0,Yes,Graduated
25IT95,William Joseph,BSc-IT,FY,2,Female,20,OBC,169701,21,32,48,2,20937,2025-05-24,Yes,3.5,Tonight player race teach piece rest.,36,No,No,2023-2025,65.93,74.38,2.8,3,86,34,9,2.3,1.4,UG,Yes,Low,9,No,3,5,Yes,Dropped Out
